,id_domicilio,id_zona,tipologia_domicilio,regime_ocupacao,quantidade_bicicletas,quantidade_motos,quantidade_moradores,quantidade_familias,fator_expansao,quantidade_automoveis,id_municipio
301,25552,1224,Domicílio Isolado (casa),Própria paga,1,0,4,1,81.04,1,3106200
302,25555,1248,Domicílio Isolado (casa),Cedida ou emprestada,0,0,5,1,66.75,1,3106200
303,25557,1248,Domicílio Isolado (casa),Própria paga,0,0,3,1,66.75,1,3106200
304,25559,1248,Domicílio Isolado (casa),Alugada,0,0,2,1,66.75,0,3106200
305,25562,1232,Domicílio Isolado (casa),Própria paga,0,0,2,1,66.55,1,3106200
306,25564,1232,Domicílio Isolado (casa),Própria paga,0,0,2,1,66.55,1,3106200
307,25565,1232,Domicílio Isolado (casa),Própria paga,0,0,3,1,66.55,0,3106200
308,25576,1232,Domicílio Isolado (casa),Própria em pagamento,0,0,2,1,66.55,1,3106200
309,25577,1232,Domicílio Isolado (casa),Própria paga,1,0,3,1,66.55,1,3106200
310,25578,1232,Domicílio Isolado (casa),Própria paga,0,0,4,1,66.55,1,3106200
311,25580,1218,Domicílio Isolado (casa),Alugada,0,0,3,1,59.56,1,3106200
312,25582,1218,Domicílio Isolado (casa),Própria paga,1,0,2,1,59.56,1,3106200
313,25584,1229,Domicílio Isolado (casa),Própria paga,0,0,3,1,65.48,0,3106200
314,25585,1229,Domicílio Isolado (casa),Própria paga,0,0,2,1,65.48,0,3106200
315,25586,1229,Domicílio Isolado (casa),Cedida ou emprestada,0,0,3,1,65.48,0,3106200
316,25587,1229,Domicílio Isolado (casa),Própria paga,0,0,2,1,65.48,0,3106200
317,25591,1233,Condomínio vertical (prédio de apartamentos),Própria em pagamento,0,0,3,1,39.83,0,3106200
318,25592,1233,Condomínio vertical (prédio de apartamentos),Própria em pagamento,0,0,3,1,39.83,0,3106200
319,25593,1233,Condomínio vertical (prédio de apartamentos),Própria em pagamento,0,0,3,1,39.83,1,3106200
320,25594,1233,Condomínio vertical (prédio de apartamentos),Própria em pagamento,0,0,4,1,39.83,0,3106200
321,25595,1229,Domicílio Isolado (casa),Própria paga,0,0,2,1,65.48,0,3106200
322,25596,1229,Domicílio Isolado (casa),Própria paga,0,0,4,1,65.48,1,3106200
323,25597,1229,Domicílio Isolado (casa),Própria paga,0,0,4,1,65.48,0,3106200
324,25598,1229,Domicílio Isolado (casa),Própria paga,0,1,1,1,65.48,0,3106200
325,25599,1268,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,15.72,0,3106200
326,25600,1268,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,15.72,0,3106200
327,25601,1268,Condomínio vertical (prédio de apartamentos),Própria paga,0,1,4,1,15.72,1,3106200
328,25602,1268,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,15.72,1,3106200
329,25603,1268,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,15.72,0,3106200
330,25604,1268,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,15.72,0,3106200
331,25605,1232,Condomínio horizontal (condomínio de casas),Própria paga,0,0,2,1,66.55,1,3106200
332,25607,1232,Domicílio Isolado (casa),Própria paga,0,0,5,1,66.55,1,3106200
333,25609,1218,Domicílio Isolado (casa),Própria paga,2,0,2,1,59.56,0,3106200
334,25610,1218,Domicílio Isolado (casa),Própria paga,3,0,5,1,59.56,1,3106200
335,25611,1218,Condomínio vertical (prédio de apartamentos),Própria em pagamento,0,0,1,1,59.56,0,3106200
336,25612,1218,Domicílio Isolado (casa),Própria paga,0,0,3,1,59.56,1,3106200
337,25613,1218,Domicílio Isolado (casa),Própria paga,0,0,2,1,59.56,0,3106200
338,25614,1218,Domicílio Isolado (casa),Própria paga,0,0,1,1,59.56,0,3106200
339,25615,1218,Domicílio Isolado (casa),Própria paga,0,0,3,1,59.56,0,3106200
340,25616,1218,Domicílio Isolado (casa),Própria paga,0,0,6,1,59.56,1,3106200
341,25617,1216,Domicílio Isolado (casa),Própria paga,0,2,5,1,62.57,1,3106200
342,25618,1216,Domicílio Isolado (casa),Própria paga,0,0,4,1,62.57,2,3106200
343,25619,1217,Domicílio Isolado (casa),Própria paga,0,0,3,1,66.48,1,3106200
344,25620,1217,Domicílio Isolado (casa),Própria paga,0,0,3,1,66.48,0,3106200
345,25621,1217,Domicílio Isolado (casa),Alugada,0,0,2,1,66.48,0,3106200
346,25622,1217,Domicílio Isolado (casa),Própria paga,0,0,5,1,66.48,3,3106200
347,25625,1249,Domicílio Isolado (casa),Própria paga,0,0,6,1,28.95,1,3106200
348,25627,1249,Domicílio Isolado (casa),Própria paga,0,0,2,1,28.95,0,3106200
349,25629,1218,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,59.56,1,3106200
350,25631,1218,Domicílio Isolado (casa),Alugada,0,0,2,1,59.56,0,3106200
351,25632,1218,Domicílio Isolado (casa),Própria paga,0,0,4,1,59.56,0,3106200
352,25634,1248,Domicílio Isolado (casa),Própria paga,0,0,2,1,66.75,0,3106200
353,25635,1248,Domicílio Isolado (casa),Própria paga,1,0,7,1,66.75,0,3106200
354,25636,1248,Domicílio Isolado (casa),Própria paga,0,1,3,1,66.75,0,3106200
355,25638,1248,Domicílio Isolado (casa),Própria paga,0,1,3,1,66.75,1,3106200
356,25640,1248,Domicílio Isolado (casa),Própria paga,0,0,3,1,66.75,1,3106200
357,25649,1249,Domicílio Isolado (casa),Própria paga,0,0,2,1,28.95,0,3106200
358,25654,1232,Domicílio Isolado (casa),Própria paga,0,0,2,1,66.55,2,3106200
359,25655,1232,Domicílio Isolado (casa),Própria paga,0,0,4,1,66.55,1,3106200
360,25656,1232,Domicílio Isolado (casa),Própria paga,0,0,3,1,66.55,1,3106200
361,25657,1232,Domicílio Isolado (casa),Alugada,0,0,4,1,66.55,1,3106200
362,25658,1232,Domicílio Isolado (casa),Própria paga,0,0,3,1,66.55,0,3106200
363,25659,1232,Domicílio Isolado (casa),Própria paga,0,0,3,1,66.55,2,3106200
364,25661,1232,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,66.55,1,3106200
365,25662,1232,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,1,1,66.55,1,3106200
366,25663,1232,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,66.55,1,3106200
367,25664,1232,Condomínio vertical (prédio de apartamentos),Alugada,0,0,3,1,66.55,1,3106200
368,25666,1232,Domicílio Isolado (casa),Própria paga,0,0,3,1,66.55,1,3106200
369,25667,1229,Domicílio Isolado (casa),Própria paga,0,0,1,1,65.48,0,3106200
370,25669,1229,Domicílio Isolado (casa),Alugada,0,0,3,1,65.48,1,3106200
371,25670,1229,Domicílio Isolado (casa),Própria paga,0,0,3,1,65.48,1,3106200
372,25671,1229,Domicílio Isolado (casa),Própria paga,0,0,2,1,65.48,0,3106200
373,25672,1229,Domicílio Isolado (casa),Própria paga,0,0,4,1,65.48,1,3106200
374,25675,1229,Domicílio Isolado (casa),Própria paga,0,1,3,1,65.48,0,3106200
375,25677,1233,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,39.83,0,3106200
376,25678,1233,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,39.83,0,3106200
377,25679,1233,Condomínio vertical (prédio de apartamentos),Alugada,0,0,3,1,39.83,1,3106200
378,25680,1233,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,39.83,1,3106200
379,25681,1233,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,39.83,1,3106200
380,25682,1233,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,39.83,1,3106200
381,25684,1233,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,39.83,1,3106200
382,25685,1233,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,39.83,0,3106200
383,25686,1233,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,39.83,1,3106200
384,25687,1233,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,39.83,1,3106200
385,25688,1233,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,1,1,39.83,1,3106200
386,25689,1233,Condomínio vertical (prédio de apartamentos),Própria em pagamento,0,0,2,1,39.83,1,3106200
387,25690,1233,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,1,1,39.83,1,3106200
388,25692,1218,Domicílio Isolado (casa),Própria paga,0,0,2,1,59.56,0,3106200
389,25693,1218,Domicílio Isolado (casa),Própria paga,0,0,4,1,59.56,1,3106200
390,25696,1218,Domicílio Isolado (casa),Própria paga,0,0,3,1,59.56,0,3106200
391,25697,1218,Domicílio Isolado (casa),Própria paga,0,0,2,1,59.56,1,3106200
392,25698,1218,Condomínio horizontal (condomínio de casas),Própria paga,1,0,4,1,59.56,0,3106200
393,25699,1248,Domicílio Isolado (casa),Própria paga,0,1,4,1,66.75,0,3106200
394,25700,1248,Domicílio Isolado (casa),Própria paga,0,0,2,1,66.75,0,3106200
395,25701,1248,Domicílio Isolado (casa),Própria paga,0,0,4,1,66.75,2,3106200
396,25702,1248,Domicílio Isolado (casa),Própria paga,0,0,2,1,66.75,0,3106200
397,25703,1248,Domicílio Isolado (casa),Própria paga,0,1,8,1,66.75,0,3106200
398,25704,1248,Domicílio Isolado (casa),Própria paga,0,0,4,1,66.75,0,3106200
399,25705,1248,Domicílio Isolado (casa),Própria paga,0,0,7,1,66.75,0,3106200
400,25706,1249,Domicílio Isolado (casa),Própria paga,0,1,5,1,28.95,1,3106200
401,25707,1249,Domicílio Isolado (casa),Própria paga,0,0,5,1,28.95,1,3106200
402,25708,1249,Domicílio Isolado (casa),Própria paga,0,0,4,1,28.95,0,3106200
403,25709,1249,Domicílio Isolado (casa),Própria paga,0,0,2,1,28.95,1,3106200
404,25710,1249,Domicílio Isolado (casa),Própria paga,0,0,2,1,28.95,0,3106200
405,25711,1249,Domicílio Isolado (casa),Própria paga,0,0,4,1,28.95,2,3106200
406,25715,1218,Domicílio Isolado (casa),Própria paga,0,2,10,1,59.56,1,3106200
407,25716,1218,Domicílio Isolado (casa),Própria paga,0,1,5,1,59.56,0,3106200
408,25717,1218,Domicílio Isolado (casa),Própria paga,0,0,2,1,59.56,0,3106200
409,25718,1218,Domicílio Isolado (casa),Alugada,0,0,1,1,59.56,0,3106200
410,25719,1218,Domicílio Isolado (casa),Própria paga,0,0,3,1,59.56,1,3106200
411,25722,1232,Domicílio Isolado (casa),Própria paga,0,1,3,1,66.55,1,3106200
412,25723,1232,Domicílio Isolado (casa),Própria paga,0,0,4,1,66.55,0,3106200
413,25724,1233,Domicílio Isolado (casa),Própria paga,0,0,4,1,39.83,0,3106200
414,25725,1233,Domicílio Isolado (casa),Própria paga,2,0,4,1,39.83,1,3106200
415,25726,1218,Domicílio Isolado (casa),Própria paga,0,0,2,1,59.56,1,3106200
416,25727,1218,Domicílio Isolado (casa),Própria paga,0,0,5,1,59.56,1,3106200
417,25728,1218,Domicílio Isolado (casa),Própria paga,0,1,2,1,59.56,0,3106200
418,25730,1218,Domicílio Isolado (casa),Própria paga,0,0,3,1,59.56,2,3106200
419,25740,1218,Domicílio Isolado (casa),Própria paga,1,0,3,1,59.56,0,3106200
420,25741,1218,Domicílio Isolado (casa),Própria paga,0,0,1,1,59.56,0,3106200
421,25742,1218,Domicílio Isolado (casa),Alugada,0,0,4,1,59.56,0,3106200
422,25745,1226,Domicílio Isolado (casa),Própria paga,0,0,2,1,42.34,0,3106200
423,25746,1226,Domicílio Isolado (casa),Própria paga,0,0,2,1,42.34,0,3106200
424,25747,1226,Domicílio Isolado (casa),Própria paga,0,0,2,1,42.34,1,3106200
425,25748,1226,Domicílio Isolado (casa),Própria paga,0,0,2,1,42.34,0,3106200
426,25749,1226,Domicílio Isolado (casa),Própria paga,0,0,3,1,42.34,0,3106200
427,25750,1228,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,78.96,0,3106200
428,25752,1228,Domicílio Isolado (casa),Alugada,0,0,4,1,78.96,1,3106200
429,29492,1145,Domicílio Isolado (casa),Própria paga,0,1,5,1,35.95,1,3106200
430,29493,1145,Domicílio Isolado (casa),Própria paga,0,1,3,1,35.95,1,3106200
431,29494,1145,Domicílio Isolado (casa),Própria paga,0,0,3,1,35.95,0,3106200
432,29495,1145,Domicílio Isolado (casa),Própria paga,0,0,3,1,35.95,1,3106200
433,29496,1145,Condomínio horizontal (condomínio de casas),Própria paga,0,0,4,1,35.95,1,3106200
434,29498,1155,Domicílio Isolado (casa),Própria paga,0,0,5,1,15.81,0,3106200
435,29499,1155,Domicílio Isolado (casa),Própria paga,0,0,5,1,15.81,0,3106200
436,29502,1114,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,81.47,0,3106200
437,29504,1113,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,5,1,35.48,1,3106200
438,29505,1113,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,1,1,35.48,0,3106200
439,29506,1113,Domicílio Isolado (casa),Própria paga,0,0,2,1,35.48,0,3106200
440,29507,1113,Domicílio Isolado (casa),Própria em pagamento,0,0,3,1,35.48,1,3106200
441,29508,1113,Domicílio Isolado (casa),Própria paga,0,0,2,1,35.48,0,3106200
442,29509,1113,Domicílio Isolado (casa),Própria paga,2,0,2,1,35.48,2,3106200
443,29510,1113,Condomínio vertical (prédio de apartamentos),Própria em pagamento,0,0,3,1,35.48,1,3106200
444,29511,1113,Condomínio vertical (prédio de apartamentos),Alugada,0,0,3,1,35.48,1,3106200
445,30799,1730,Domicílio Isolado (casa),Própria paga,0,0,4,1,57.96,1,3106200
446,30800,1730,Domicílio Isolado (casa),Própria paga,1,0,3,1,57.96,2,3106200
447,30801,1730,Domicílio Isolado (casa),Própria paga,0,0,3,1,57.96,1,3106200
448,30802,1730,Domicílio Isolado (casa),Própria paga,0,0,4,1,57.96,0,3106200
449,30803,1730,Domicílio Isolado (casa),Alugada,0,0,3,1,57.96,0,3106200
450,30817,1301,Condomínio horizontal (condomínio de casas),Própria paga,0,0,2,1,56.51,1,3106200
451,30818,1301,Condomínio horizontal (condomínio de casas),Própria paga,0,0,2,1,56.51,1,3106200
452,30821,1384,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,4.65,1,3106200
453,30822,1384,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,4.65,0,3106200
454,30823,1384,Condomínio horizontal (condomínio de casas),Própria paga,0,0,2,1,4.65,0,3106200
455,30824,1384,Condomínio horizontal (condomínio de casas),Alugada,0,0,3,1,4.65,0,3106200
456,30826,1384,Condomínio horizontal (condomínio de casas),Alugada,0,0,3,1,4.65,1,3106200
457,30827,1315,Domicílio Isolado (casa),Própria paga,0,1,4,1,52.87,1,3106200
458,30828,1315,Domicílio Isolado (casa),Própria paga,0,0,4,1,52.87,0,3106200
459,30829,1315,Domicílio Isolado (casa),Própria paga,0,0,3,1,52.87,0,3106200
460,30830,1315,Domicílio Isolado (casa),Própria paga,0,0,2,1,52.87,0,3106200
461,32597,6003,Domicílio Isolado (casa),Própria paga,2,0,6,1,33.92,1,3124104
462,32598,6015,Domicílio Isolado (casa),Própria paga,0,0,3,1,51.92,0,3124104
463,32602,6014,Domicílio Isolado (casa),Própria paga,0,0,4,1,54.79,1,3124104
464,32603,6023,Domicílio Isolado (casa),Própria paga,1,0,3,1,20.0,0,3124104
465,32604,6006,Domicílio Isolado (casa),Própria paga,0,2,4,1,30.05,4,3124104
466,32605,6006,Domicílio Isolado (casa),Própria paga,0,0,3,1,30.05,0,3124104
467,32606,6006,Domicílio Isolado (casa),Própria paga,0,0,6,1,30.05,0,3124104
468,32607,6006,Domicílio Isolado (casa),Própria paga,0,0,2,1,30.05,0,3124104
469,32608,6006,Domicílio Isolado (casa),Própria paga,2,0,4,1,30.05,1,3124104
470,32609,6006,Domicílio Isolado (casa),Própria paga,0,0,5,1,30.05,0,3124104
471,32610,6006,Domicílio Isolado (casa),Própria paga,1,0,2,1,30.05,0,3124104
472,32611,6015,Domicílio Isolado (casa),Própria paga,1,1,2,1,51.92,1,3124104
473,32613,6015,Domicílio Isolado (casa),Própria paga,0,0,3,1,51.92,0,3124104
474,32614,6015,Domicílio Isolado (casa),Alugada,0,0,4,1,51.92,0,3124104
475,32617,6014,Domicílio Isolado (casa),Própria paga,0,0,2,1,54.79,1,3124104
476,32618,6003,Domicílio Isolado (casa),Própria paga,0,1,7,1,33.92,1,3124104
477,32619,6003,Domicílio Isolado (casa),Própria paga,1,0,3,1,33.92,1,3124104
478,32620,6001,Domicílio Isolado (casa),Própria paga,1,0,5,1,37.19,0,3124104
479,33031,1107,Domicílio Isolado (casa),Própria paga,0,0,3,1,85.15,1,3106200
480,33032,1107,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,85.15,1,3106200
481,33034,1109,Domicílio Isolado (casa),Própria paga,1,0,5,1,53.93,0,3106200
482,33035,1109,Domicílio Isolado (casa),Própria paga,0,0,4,2,53.93,0,3106200
483,33036,1109,Domicílio Isolado (casa),Própria paga,0,0,4,1,53.93,1,3106200
484,33038,1109,Domicílio Isolado (casa),Própria paga,0,0,6,1,53.93,0,3106200
485,33039,1109,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,53.93,0,3106200
486,33040,1104,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,33.83,1,3106200
487,33041,1104,Domicílio Isolado (casa),Própria paga,0,0,3,1,33.83,0,3106200
488,33042,1102,Domicílio Isolado (casa),Própria paga,0,1,10,3,61.68,0,3106200
489,33043,1102,Domicílio Isolado (casa),Própria paga,0,0,1,1,61.68,0,3106200
490,33044,1102,Domicílio Isolado (casa),Própria paga,0,0,1,1,61.68,0,3106200
491,33045,1160,Domicílio Isolado (casa),Própria paga,0,0,4,1,19.23,0,3106200
492,33046,1160,Domicílio Isolado (casa),Própria paga,0,0,2,1,19.23,0,3106200
493,33047,1160,Domicílio Isolado (casa),Alugada,0,0,2,1,19.23,0,3106200
494,33048,1102,Domicílio Isolado (casa),Alugada,9,0,5,1,61.68,0,3106200
495,33050,1102,Domicílio Isolado (casa),Própria paga,0,1,5,1,61.68,1,3106200
496,34276,1374,Domicílio Isolado (casa),Própria paga,0,0,2,1,26.0,1,3106200
497,34277,1374,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,26.0,1,3106200
498,34278,1371,Domicílio Isolado (casa),Alugada,0,0,1,1,58.54,1,3106200
499,34279,1373,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,53.15,1,3106200
500,34280,1373,Domicílio Isolado (casa),Própria paga,0,0,2,1,53.15,1,3106200
501,34281,1373,Condomínio vertical (prédio de apartamentos),Própria em pagamento,0,0,2,1,53.15,1,3106200
502,34282,1373,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,3,1,53.15,1,3106200
503,34283,1373,Condomínio vertical (prédio de apartamentos),Própria paga,0,1,5,1,53.15,2,3106200
504,34284,1374,Condomínio vertical (prédio de apartamentos),Própria em pagamento,0,0,4,1,26.0,1,3106200
505,34285,1374,Condomínio vertical (prédio de apartamentos),Própria em pagamento,0,0,1,1,26.0,0,3106200
506,34286,1374,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,5,1,26.0,1,3106200
507,34290,1374,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,26.0,1,3106200
508,34291,1374,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,1,1,26.0,0,3106200
509,34292,1374,Condomínio vertical (prédio de apartamentos),Cedida ou emprestada,0,0,3,1,26.0,0,3106200
510,34293,1374,Condomínio vertical (prédio de apartamentos),Cedida ou emprestada,0,0,3,1,26.0,0,3106200
511,35384,1526,Domicílio Isolado (casa),Cedida ou emprestada,0,0,5,1,56.13,1,3106200
512,35385,1526,Domicílio Isolado (casa),Própria paga,0,0,2,1,56.13,0,3106200
513,35386,1526,Domicílio Isolado (casa),Própria paga,0,0,2,1,56.13,0,3106200
514,35387,1526,Domicílio Isolado (casa),Própria paga,0,0,4,1,56.13,1,3106200
515,35388,1526,Domicílio Isolado (casa),Própria paga,0,0,6,1,56.13,0,3106200
516,35389,1526,Domicílio Isolado (casa),Própria paga,0,0,1,1,56.13,1,3106200
517,35390,1529,Domicílio Isolado (casa),Alugada,0,0,4,1,60.25,1,3106200
518,35391,1529,Domicílio Isolado (casa),Própria paga,0,0,2,1,60.25,0,3106200
519,35392,1529,Domicílio Isolado (casa),Própria paga,0,0,3,1,60.25,2,3106200
520,35393,1529,Domicílio Isolado (casa),Alugada,0,0,3,1,60.25,1,3106200
521,35394,1529,Domicílio Isolado (casa),Própria paga,0,0,2,1,60.25,1,3106200
522,35395,1529,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,60.25,1,3106200
523,35396,1529,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,60.25,1,3106200
524,35397,1529,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,60.25,0,3106200
525,35398,1526,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,1,1,56.13,1,3106200
526,35399,1523,Domicílio Isolado (casa),Própria paga,0,0,1,1,65.44,1,3106200
527,35400,1523,Domicílio Isolado (casa),Própria paga,0,0,4,1,65.44,1,3106200
528,35674,1363,Domicílio Isolado (casa),Própria paga,0,0,2,1,69.57,1,3106200
529,35675,1363,Domicílio Isolado (casa),Própria paga,0,0,1,1,69.57,3,3106200
530,35677,1345,Condomínio vertical (prédio de apartamentos),Alugada,0,0,2,1,64.47,0,3106200
531,35679,1304,Domicílio Isolado (casa),Própria paga,0,0,4,1,31.52,3,3106200
532,35681,1304,Domicílio Isolado (casa),Alugada,0,0,2,1,31.52,0,3106200
533,35682,1304,Domicílio Isolado (casa),Própria paga,0,0,1,1,31.52,0,3106200
534,35683,1308,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,63.86,1,3106200
535,35685,1308,Domicílio Isolado (casa),Alugada,0,0,4,1,63.86,0,3106200
536,35686,1350,Domicílio Isolado (casa),Própria paga,0,0,3,1,27.12,1,3106200
537,35687,1350,Domicílio Isolado (casa),Própria paga,0,0,3,1,27.12,0,3106200
538,35688,1308,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,4,1,63.86,1,3106200
539,35689,1065,Condomínio vertical (prédio de apartamentos),Própria paga,0,0,2,1,52.17,0,3106200
540,35690,1065,Condomínio vertical (prédio de apartamentos),Própria paga,0,1,1,1,52.17,2,3106200
